"","Nachname","Vorname","Geburtsjahr","Frau","Partei","Stimmen","Listenplatz","Liste","Gewaehlt","Kanton","Alter","Sitze"
"nr3181","Lombard","Marc",1957,0,"GLP",2350,10,"14",0,"BE",58,25
"nr3191","Müller","Christoph",1959,0,"GLP",2728,11,"14",0,"BE",56,25
"nr3201","Grüneisen","Kurt",1964,0,"GLP",2952,12,"14",0,"BE",51,25
"nr32110","Heimgartner","Gabriela",1965,1,"GLP",2713,13,"14",0,"BE",50,25
"nr3224","McGarty","Michael",1976,0,"GLP",2684,14,"14",0,"BE",39,25
"nr3231","Hötsch","Dieter",1964,0,"GLP",2616,15,"14",0,"BE",51,25
"nr3241","Wiher","Max",1964,0,"GLP",2652,16,"14",0,"BE",51,25
"nr3251","Moser","Samuel",1964,0,"GLP",2559,17,"14",0,"BE",51,25
"nr3261","von Känel","Ulrich",1963,0,"GLP",2264,18,"14",0,"BE",52,25
"nr3271","Pfister","Richard",1956,0,"GLP",2079,19,"14",0,"BE",59,25
"nr3281","Peschka","Jan",1961,0,"GLP",2153,20,"14",0,"BE",54,25
"nr3291","Sohler","Marcel",1967,0,"GLP",2008,21,"14",0,"BE",48,25
"nr3301","Gasser","Melanie",1987,1,"GLP",3410,1,"15",0,"BE",28,25
"nr33110","Lindgren","Maurice",1987,0,"GLP",3327,2,"15",0,"BE",28,25
"nr3321","Mathys","Salome",1984,1,"GLP",6408,3,"15",0,"BE",31,25
"nr3331","Briechle","Dennis",1986,0,"GLP",2197,4,"15",0,"BE",29,25
"nr3341","Meier","Laura",1991,1,"GLP",3739,5,"15",0,"BE",24,25
"nr3351","Sägesser","Remo",1982,0,"GLP",3216,6,"15",0,"BE",33,25
"nr3361","Jordi","Irène",1989,1,"GLP",4263,7,"15",0,"BE",26,25
"nr3371","Fischer","Norbert",1995,0,"GLP",2607,8,"15",0,"BE",20,25
"nr3381","Grimm","Simone",1987,1,"GLP",2920,9,"15",0,"BE",28,25
"nr3391","Solothurnmann","Lorenz",1986,0,"GLP",1987,10,"15",0,"BE",29,25
"nr3401","Huber","Christine",1984,1,"GLP",1751,11,"15",0,"BE",31,25
"nr3418","Koch","Markus",1989,0,"GLP",2446,12,"15",0,"BE",26,25
"nr3421","Hoekstra","Michael",1983,0,"GLP",1755,13,"15",0,"BE",32,25
"nr3431","Hilty","Simeon",1987,0,"GLP",2286,14,"15",0,"BE",28,25
"nr3441","Blatter","Gabriela",1984,1,"GLP",2060,15,"15",0,"BE",31,25
"nr3451","Laager","Jonas",1989,0,"GLP",1555,16,"15",0,"BE",26,25
"nr3461","Mäder","Denise",1989,1,"GLP",1652,17,"15",0,"BE",26,25
"nr3471","Grünig","Katrin",1986,1,"GLP",1845,18,"15",0,"BE",29,25
"nr3481","Stauffer","Tim",1990,0,"GLP",1867,19,"15",0,"BE",25,25
"nr3491","Schertenleib","Lukas",1991,0,"GLP",1544,20,"15",0,"BE",24,25
"nr3501","Poopalapillai","Mathuran",1990,0,"GLP",2442,21,"15",0,"BE",25,25
"nr3517","Binzegger","Ramona",1986,1,"GLP",3161,22,"15",0,"BE",29,25
"nr3521","Ramsebner","Marc-Luca",1990,0,"GLP",1529,23,"15",0,"BE",25,25
"nr3531","Kreuter","Thea",1990,1,"GLP",1493,24,"15",0,"BE",25,25
"nr3541","Joos","Silvan",1986,0,"GLP",2696,25,"15",0,"BE",29,25
"nr3551","Streiff-Feller","Marianne",1957,1,"EVP",28719,1,"16",1,"BE",58,25
"nr3561","Schnegg","Christine",1966,1,"EVP",12739,2,"16",0,"BE",49,25
"nr3571","Jost","Marc",1974,0,"EVP",22065,3,"16",0,"BE",41,25
"nr3581","Stürmer","Matthias",1980,0,"EVP",10528,4,"16",0,"BE",35,25
"nr3591","Wenger","Markus",1957,0,"EVP",13080,5,"16",0,"BE",58,25
"nr3601","Aebi","Reto",1957,0,"EVP",9283,6,"16",0,"BE",58,25
"nr3617","Aeschlimann","Martin",1966,0,"EVP",10268,7,"16",0,"BE",49,25
"nr3621","Beutler-Hohenberger","Melanie",1977,1,"EVP",9640,8,"16",0,"BE",38,25
"nr3631","Blatt-Schönholzer","Dieter",1962,0,"EVP",9734,9,"16",0,"BE",53,25
"nr3641","Bolliger-Hauser","Renate",1961,1,"EVP",9478,10,"16",0,"BE",54,25
"nr3651","Fink","Anna",1967,1,"EVP",10359,11,"16",0,"BE",48,25
"nr3661","Gerber","Tom",1976,0,"EVP",10864,12,"16",0,"BE",39,25
"nr3671","Gfeller","Niklaus",1963,0,"EVP",10882,13,"16",0,"BE",52,25
"nr3681","Grogg-Meyer","Christine",1963,1,"EVP",10862,14,"16",0,"BE",52,25
"nr3691","Gsteiger","Patrick",1967,0,"EVP",10182,15,"16",0,"BE",48,25
"nr3701","Herrmann","Stefan",1972,0,"EVP",10283,16,"16",0,"BE",43,25
"nr3716","Hiltbrunner","Christina",1979,1,"EVP",9730,17,"16",0,"BE",36,25
"nr3721","Jans-Troxler","Bettina",1980,1,"EVP",10461,18,"16",0,"BE",35,25
"nr3731","Kipfer","Hans",1966,0,"EVP",10008,19,"16",0,"BE",49,25
"nr3741","Locher","Patrik Samuel",1989,0,"EVP",10546,20,"16",0,"BE",26,25
"nr3751","Löffel","Ruedi",1962,0,"EVP",13704,21,"16",0,"BE",53,25
"nr3761","Messerli-Weber","Philippe",1969,0,"EVP",9413,22,"16",0,"BE",46,25
"nr3771","Müller","René",1968,0,"EVP",9890,23,"16",0,"BE",47,25
"nr3781","Streit-Stettler","Barbara",1962,1,"EVP",9406,24,"16",0,"BE",53,25
"nr3791","Wyss","Barbara",1975,1,"EVP",11052,25,"16",0,"BE",40,25
"nr3801","Bossard-Jenni","Tabea",1988,1,"EVP",3283,1,"17",0,"BE",27,25
"nr3816","Bürki","Mathias",1990,0,"EVP",2520,2,"17",0,"BE",25,25
"nr3821","Lanz","Rahel",1991,1,"EVP",2666,3,"17",0,"BE",24,25
"nr3831","Oppliger","Valérie",1989,1,"EVP",2169,4,"17",0,"BE",26,25
"nr3841","Schweizer","Elias",1993,0,"EVP",2617,5,"17",0,"BE",22,25
"nr3851","Alder-Gasser","Debora",1985,1,"EVP",2291,6,"17",0,"BE",30,25
"nr3861","Bähler-Blatter","Anne-Käthi",1987,1,"EVP",2404,7,"17",0,"BE",28,25
"nr3871","Balsiger","Judith",1991,1,"EVP",2428,8,"17",0,"BE",24,25
"nr3881","Dölitzsch","Andreas",1992,0,"EVP",1866,9,"17",0,"BE",23,25
"nr3891","Gafner","Leandra Sophia",1994,1,"EVP",1954,10,"17",0,"BE",21,25
"nr3901","Georg","Simon",1986,0,"EVP",2876,11,"17",0,"BE",29,25
"nr3916","Hug","Simon",1990,0,"EVP",1845,12,"17",0,"BE",25,25
"nr3921","Küenzi","Patric",1989,0,"EVP",1753,13,"17",0,"BE",26,25
"nr3931","Liechti","Silas",1985,0,"EVP",2093,14,"17",0,"BE",30,25
"nr3941","Löffel","Nadine",1992,1,"EVP",2640,15,"17",0,"BE",23,25
"nr3951","Luder","Salomé",1991,1,"EVP",1823,16,"17",0,"BE",24,25
"nr3961","Meder","Silvia",1988,1,"EVP",1623,17,"17",0,"BE",27,25
"nr3971","Muggli","Jan",1984,0,"EVP",2047,18,"17",0,"BE",31,25
"nr3981","Ringgenberg","Karin",1990,1,"EVP",2202,19,"17",0,"BE",25,25
"nr3991","Schnegg","Sara",1990,1,"EVP",1778,20,"17",0,"BE",25,25
"nr4001","Schweizer-Messerli","Delaja",1988,1,"EVP",2407,21,"17",0,"BE",27,25
"nr4016","Stalder","Reto",1987,0,"EVP",1873,22,"17",0,"BE",28,25
"nr4021","Wellauer","Lukas",1987,0,"EVP",1993,23,"17",0,"BE",28,25
"nr4031","Wüthrich-Steffen","Christine",1986,1,"EVP",2215,24,"17",0,"BE",29,25
"nr4041","Zimmermann-Oswald","Lukas",1982,0,"EVP",2395,25,"17",0,"BE",33,25
"nr4051","Affolter","Kurt",1956,0,"EDU",6237,1,"18",0,"BE",59,25
"nr4061","Baumann","Katharina",1970,1,"EDU",7733,2,"18",0,"BE",45,25
"nr4071","Beutler","Daniel",1962,0,"EDU",9541,3,"18",0,"BE",53,25
"nr4081","Bieri","Markus",1976,0,"EDU",7143,4,"18",0,"BE",39,25
"nr4091","Bonsack","Peter",1948,0,"EDU",7686,5,"18",0,"BE",67,25
"nr4102","Brönnimann","Andreas",1955,0,"EDU",10388,6,"18",0,"BE",60,25
"nr41110","Fankhauser","Markus",1991,0,"EDU",6335,7,"18",0,"BE",24,25
"nr4121","Feuz","Werner",1953,0,"EDU",7478,8,"18",0,"BE",62,25
"nr4131","Friedli","Martin",1958,0,"EDU",8623,9,"18",0,"BE",57,25
"nr4141","Früh","Marc",1956,0,"EDU",8169,10,"18",0,"BE",59,25
"nr4151","Gafner","Andreas",1971,0,"EDU",9919,11,"18",0,"BE",44,25
"nr4161","Gerber","Christian",1961,0,"EDU",7028,12,"18",0,"BE",54,25
"nr4171","Grädel","Johann Ulrich",1953,0,"EDU",8730,13,"18",0,"BE",62,25
"nr4181","Gubser","Beat",1967,0,"EDU",6078,14,"18",0,"BE",48,25
"nr4191","Hofer","Rebekka",1977,1,"EDU",6138,15,"18",0,"BE",38,25
"nr4201","Keller","Lars",1971,0,"EDU",6742,16,"18",0,"BE",44,25
"nr4218","Lehmann","Vincent",1985,0,"EDU",5582,17,"18",0,"BE",30,25
"nr4221","Moser","David",1989,0,"EDU",6078,18,"18",0,"BE",26,25
"nr4231","Oester","Stefan",1961,0,"EDU",8391,19,"18",0,"BE",54,25
"nr4241","Schwarz","Jakob",1966,0,"EDU",9276,20,"18",0,"BE",49,25
"nr4251","Steinmann","Sonja",1959,1,"EDU",6041,21,"18",0,"BE",56,25
"nr4261","Tanner","Ernst",1957,0,"EDU",8776,22,"18",0,"BE",58,25
"nr4271","Tschabold","Heidi",1983,1,"EDU",6639,23,"18",0,"BE",32,25
"nr4281","Vögeli-Reichenbach","Ursula",1954,1,"EDU",5471,24,"18",0,"BE",61,25
"nr4291","Zürcher","Jean-Marc",1964,0,"EDU",6751,25,"18",0,"BE",51,25
"nr4301","Brönnimann","Michael",1983,0,"EDU",1470,1,"19",0,"BE",32,25
"nr4317","Bula-Hofstetter","Sulamith",1993,1,"EDU",945,2,"19",0,"BE",22,25
"nr4321","Burkhalter","Henri",1953,0,"EDU",1550,3,"19",0,"BE",62,25
"nr4331","Carisch","Benjamin",1984,0,"EDU",1706,4,"19",0,"BE",31,25
"nr4341","Feuz","Thomas",1964,0,"EDU",1438,5,"19",0,"BE",51,25
"nr4351","Gafner","Nadja",1996,1,"EDU",1931,6,"19",0,"BE",19,25
"nr4361","Gafner","Régine",1969,1,"EDU",2013,7,"19",0,"BE",46,25
"nr4371","Giglio","Marco",1992,0,"EDU",1595,8,"19",0,"BE",23,25
"nr4381","Häni","Hans",1979,0,"EDU",1333,9,"19",0,"BE",36,25
"nr4391","Hertig","Hans-Ulrich",1967,0,"EDU",1658,10,"19",0,"BE",48,25
"nr4401","Hirschi","Werner",1958,0,"EDU",1885,11,"19",0,"BE",57,25
"nr4416","Jöge-Küng","Salome",1993,1,"EDU",1040,12,"19",0,"BE",22,25
"nr4421","Kullmann","Samuel",1986,0,"EDU",1695,13,"19",0,"BE",29,25
"nr4431","Linder","Christoph",1988,0,"EDU",1676,14,"19",0,"BE",27,25
"nr4441","Locher","Manfred",1956,0,"EDU",1722,15,"19",0,"BE",59,25
"nr4451","Nufer","Matthias",1994,0,"EDU",1073,16,"19",0,"BE",21,25
"nr4461","Nyfeler","Andreas",1978,0,"EDU",1122,17,"19",0,"BE",37,25
"nr4471","Reichenbach","Markus",1969,0,"EDU",1227,18,"19",0,"BE",46,25
"nr4481","Schertenleib","Andreas",1988,0,"EDU",1427,19,"19",0,"BE",27,25
"nr4491","Schneiter-Röthlisberger","Verena",1964,1,"EDU",1512,20,"19",0,"BE",51,25
"nr4501","Schor","Fred",1955,0,"EDU",1021,21,"19",0,"BE",60,25
