"","Nachname","Vorname","Geburtsjahr","Frau","Partei","Stimmen","Listenplatz","Liste","Gewaehlt","Kanton","Alter","Sitze"
"nr694","Foster","Hugo",1955,0,"EDU",1010,4,"12",0,"TG",60,6
"nr704","Lüchinger","Markus",1955,0,"EDU",996,5,"12",0,"TG",60,6
"nr719","Ammann","Richard",1956,0,"EDU",1058,6,"12",0,"TG",59,6
"nr724","Egger","Kurt",1956,0,"GPS",3582,1,"13",0,"TG",59,6
"nr734","Rüetschi","Gina",1959,1,"GPS",2438,2,"13",0,"TG",56,6
"nr744","Feuerle","Didi",1970,0,"GPS",2778,3,"13",0,"TG",45,6
"nr754","Alder","Katharina",1984,1,"GPS",2313,4,"13",0,"TG",31,6
"nr764","Engeli","Brigitta",1973,1,"GPS",1830,5,"13",0,"TG",42,6
"nr774","Maij","Marcel",1966,0,"GPS",1787,6,"13",0,"TG",49,6
"nr784","Niederer","Ramun",1995,0,"GPS",372,1,"14",0,"TG",20,6
"nr794","Kern","Jasmin",1997,1,"GPS",532,2,"14",0,"TG",18,6
"nr804","Imholz","Lukas",1986,0,"GPS",577,3,"14",0,"TG",29,6
"nr819","Bösch","Benjamin",1995,0,"GPS",400,4,"14",0,"TG",20,6
"nr824","Rüetschi","Lea",1986,1,"GPS",629,5,"14",0,"TG",29,6
"nr834","Frei","Lester",1997,0,"GPS",399,6,"14",0,"TG",18,6
"nr844","Ammann","Kevin",1986,0,"EDU",421,1,"15",0,"TG",29,6
"nr854","Wittwer","Judith",1990,1,"EDU",211,2,"15",0,"TG",25,6
"nr864","Frischknecht","Timmy",1996,0,"EDU",164,3,"15",0,"TG",19,6
"nr874","Lehmann","Jeremias",1991,0,"EDU",140,4,"15",0,"TG",24,6
"nr884","Wittwer","Marcel",1994,0,"EDU",206,5,"15",0,"TG",21,6
"nr894","Walter","Hansjörg",1951,0,"SVP",36721,1,"16",1,"TG",64,6
"nr904","Hausammann","Markus",1964,0,"SVP",31282,2,"16",1,"TG",51,6
"nr919","Herzog","Verena",1956,1,"SVP",31455,3,"16",1,"TG",59,6
"nr924","Baumann","Kurt",1958,0,"SVP",21935,4,"16",0,"TG",57,6
"nr934","Gutjahr","Diana",1984,1,"SVP",29925,5,"16",0,"TG",31,6
"nr944","Zahnd","Vico",1980,0,"SVP",19545,6,"16",0,"TG",35,6
"nr954","Weinhappl","Lukas",1986,0,"FDP",538,1,"17",0,"TG",29,6
"nr964","Schöni","Cyrill",1994,0,"FDP",317,2,"17",0,"TG",21,6
"nr974","Badertscher","Britta",1991,1,"FDP",405,3,"17",0,"TG",24,6
"nr984","Manser","Lukas",1988,0,"FDP",308,4,"17",0,"TG",27,6
"nr994","Bornhauser","Dominique",1991,1,"FDP",416,5,"17",0,"TG",24,6
"nr1004","Tribelhorn","Raphael",1991,0,"FDP",227,6,"17",0,"TG",24,6
"nr1019","Giger","Adrian",1991,0,"FDP",372,1,"18",0,"TG",24,6
"nr1024","Seiler","Linda",1994,1,"FDP",197,2,"18",0,"TG",21,6
"nr1034","Engelhart","Dominique",1993,1,"FDP",247,3,"18",0,"TG",22,6
"nr1044","Holzach","Alexander",1991,0,"FDP",178,4,"18",0,"TG",24,6
"nr1054","Ismaili","Nazmije",1989,1,"FDP",253,5,"18",0,"TG",26,6
"nr1064","Marazzi","Indira",1984,1,"FDP",476,6,"18",0,"TG",31,6
"nr1074","Meyer","Irina",1993,1,"GLP",596,1,"19",0,"TG",22,6
"nr1084","Orellano","Lucas",1988,0,"GLP",518,2,"19",0,"TG",27,6
"nr1094","Wyss","Richard",1992,0,"GLP",313,3,"19",0,"TG",23,6
"nr1106","Wulf","Marie-Angela",1988,1,"GLP",381,4,"19",0,"TG",27,6
"nr1119","Duewell","Tobias",1993,0,"GLP",292,5,"19",0,"TG",22,6
"nr1124","Bischof","Samuel",1994,0,"GLP",270,6,"19",0,"TG",21,6
"nr1134","Spielmann","Mike",1983,0,"Ü",505,1,"20",0,"TG",32,6
"nr1144","Keller","Thomas",1982,0,"BDP",694,1,"21",0,"TG",33,6
"nr1154","Loehle","Lukas",1986,0,"BDP",370,2,"21",0,"TG",29,6
"nr1164","Huber","Michael",1992,0,"BDP",253,3,"21",0,"TG",23,6
"nr1174","Leuthold","Stefan",1967,0,"GLP",496,1,"22",0,"TG",48,6
"nr1184","Begic","Ivo",1971,0,"GLP",178,2,"22",0,"TG",44,6
"nr1194","Preiss","Marcel",1963,0,"GLP",323,3,"22",0,"TG",52,6
"nr1204","Fretz","Peter",1948,0,"GLP",382,4,"22",0,"TG",67,6
"nr1219","Goldinger","Daniel",1983,0,"GLP",194,5,"22",0,"TG",32,6
"nr1223","Baer","Hanspeter",1955,0,"GLP",269,6,"22",0,"TG",60,6
"nr338","Giezendanner","Ulrich",1953,0,"SVP",99456,1,"1",1,"AG",62,16
"nr1107","Reimann","Maximilian",1942,0,"SVP",80557,2,"1",1,"AG",73,16
"nr2104","Stamm","Luzi",1952,0,"SVP",82656,3,"1",1,"AG",63,16
"nr339","Flückiger-Bäni","Sylvia",1952,1,"SVP",78404,4,"1",1,"AG",63,16
"nr420","Knecht","Hansjörg",1960,0,"SVP",89392,5,"1",1,"AG",55,16
"nr520","Burgherr","Thomas",1962,0,"SVP",77555,6,"1",1,"AG",53,16
"nr620","Furer","Pascal",1971,0,"SVP",61899,7,"1",0,"AG",44,16
"nr720","Keller","Martin",1965,0,"SVP",69748,8,"1",0,"AG",50,16
"nr820","Hochreuter","Clemens",1980,0,"SVP",63131,9,"1",0,"AG",35,16
"nr920","Glarner","Andreas",1962,0,"SVP",75305,10,"1",1,"AG",53,16
"nr1020","Heimgartner","Stefanie",1987,1,"SVP",64559,11,"1",0,"AG",28,16
"nr1120","Huber","Alois",1962,0,"SVP",67253,12,"1",0,"AG",53,16
"nr1220","Müller-Boder","Nicole",1978,1,"SVP",59630,13,"1",0,"AG",37,16
"nr1318","Riner","Dominik",1974,0,"SVP",59742,14,"1",0,"AG",41,16
"nr1418","Rütti","Michelle",1985,1,"SVP",53950,15,"1",0,"AG",30,16
"nr1518","Vulliamy","Daniel",1956,0,"SVP",51644,16,"1",0,"AG",59,16
"nr1618","Kaufmann","Tonja",1987,1,"SVP",3239,1,"2",0,"AG",28,16
"nr1718","Senn","Alexander",1986,0,"SVP",1651,2,"2",0,"AG",29,16
"nr1814","Roos","Nicolas",1993,0,"SVP",1535,3,"2",0,"AG",22,16
"nr1914","Strebel","Oliver",1990,0,"SVP",1516,4,"2",0,"AG",25,16
"nr2014","Müller","Florian",1993,0,"SVP",1247,5,"2",0,"AG",22,16
"nr2114","Stutz","Milo",1994,0,"SVP",1056,6,"2",0,"AG",21,16
"nr2214","Bütler","Alain",1995,0,"SVP",1663,7,"2",0,"AG",20,16
"nr2314","Eisenring","Benjamin",1995,0,"SVP",1264,8,"2",0,"AG",20,16
"nr2414","Liebi","Markus",1994,0,"SVP",1491,9,"2",0,"AG",21,16
"nr2514","Erdin","Matthias",1996,0,"SVP",1239,10,"2",0,"AG",19,16
"nr2614","Fischer","Dominic",1994,0,"SVP",1076,11,"2",0,"AG",21,16
"nr2714","Vonesch","Tobias",1997,0,"SVP",998,12,"2",0,"AG",18,16
"nr2814","De-Carli","Robin",1996,0,"SVP",912,13,"2",0,"AG",19,16
"nr2914","Bryner","Randy",1996,0,"SVP",1303,14,"2",0,"AG",19,16
"nr3014","Knecht","Pascal",1992,0,"SVP",1214,15,"2",0,"AG",23,16
"nr3114","Vogt","Jesse",1997,0,"SVP",1127,16,"2",0,"AG",18,16
"nr3213","Wermuth","Cédric",1986,0,"SP",43788,1,"3",1,"AG",29,16
"nr3310","Feri","Yvonne",1966,1,"SP",44592,2,"3",1,"AG",49,16
"nr346","Chopard-Acklin","Max",1966,0,"SP",38425,3,"3",0,"AG",49,16
"nr356","Killias","Martin",1948,0,"SP",30617,4,"3",0,"AG",67,16
"nr366","Hösli","Viviane",1984,1,"SP",27606,5,"3",0,"AG",31,16
"nr376","Knuchel","Jürg",1959,0,"SP",31478,6,"3",0,"AG",56,16
"nr386","Abdurahman","Abdul M.",1974,0,"SP",27163,7,"3",0,"AG",41,16
"nr396","Basler","Colette",1973,1,"SP",28576,8,"3",0,"AG",42,16
"nr406","Lauper Richner","Gabi",1965,1,"SP",23391,9,"3",0,"AG",50,16
"nr4111","Manzelli","Alessandra",1995,1,"SP",23652,10,"3",0,"AG",20,16
"nr426","Mauchle","Claudia",1993,1,"SP",23067,11,"3",0,"AG",22,16
"nr436","Perroud","Arsène",1977,0,"SP",24860,12,"3",0,"AG",38,16
"nr446","Rey","Andrea",1971,1,"SP",23177,13,"3",0,"AG",44,16
"nr456","Rohrer","Claudia",1967,1,"SP",23011,14,"3",0,"AG",48,16
"nr466","Schenker","Sacha Dustin",1987,0,"SP",20544,15,"3",0,"AG",28,16
"nr476","Suter","Gabriela",1972,1,"SP",29144,16,"3",0,"AG",43,16
"nr486","Vock","Florian",1990,0,"SP",3300,1,"4",0,"AG",25,16
"nr496","Gujer","Mia Kicki Götzsche",1994,1,"SP",1909,2,"4",0,"AG",21,16
"nr506","Klopfenstein","Leona",1991,1,"SP",1582,3,"4",0,"AG",24,16
"nr5111","Hasenfratz","Jonas Simon",1995,0,"SP",1797,4,"4",0,"AG",20,16
"nr526","Senn","Fabienne",1993,1,"SP",1799,5,"4",0,"AG",22,16
"nr536","Hunziker","David Philipp",1994,0,"SP",1709,6,"4",0,"AG",21,16
"nr545","Hunziker","Nora Bettina",1992,1,"SP",1732,7,"4",0,"AG",23,16
"nr555","Girell di Giovanoel","Dumeng Gian Gaudenz",1986,0,"SP",1566,8,"4",0,"AG",29,16
"nr565","Müller","Ariane",1993,1,"SP",1775,9,"4",0,"AG",22,16
"nr575","Pauli","Rahel",1995,1,"SP",1630,10,"4",0,"AG",20,16
"nr585","Ott","Ruben",1985,0,"SP",1452,11,"4",0,"AG",30,16
"nr595","Kunz","Laura",1993,1,"SP",1751,12,"4",0,"AG",22,16
"nr605","Bieri","Benjamin",1997,0,"SP",1379,13,"4",0,"AG",18,16
"nr6110","Volmar","Jessica",1994,1,"SP",1467,14,"4",0,"AG",21,16
"nr625","Keller","Darja",1994,1,"SP",1802,15,"4",0,"AG",21,16
"nr635","Künzler","Tizian Cornelius",1995,0,"SP",1550,16,"4",0,"AG",20,16
"nr645","Müller","Philipp",1952,0,"FDP",60478,1,"5",1,"AG",63,16
"nr655","Eichenberger","Corina",1954,1,"FDP",43244,2,"5",1,"AG",61,16
"nr665","Burkart","Thierry",1975,0,"FDP",46433,3,"5",1,"AG",40,16
"nr675","Bürgi","Ulrich",1957,0,"FDP",26295,4,"5",0,"AG",58,16
"nr685","Jauslin","Matthias Samuel",1962,0,"FDP",27573,5,"5",0,"AG",53,16
"nr695","Meier","Titus",1981,0,"FDP",23087,6,"5",0,"AG",34,16
"nr705","Jenny","Johannes",1960,0,"FDP",21600,7,"5",0,"AG",55,16
"nr7110","Hauser","Claudia",1968,1,"FDP",20808,8,"5",0,"AG",47,16
"nr725","Riniker","Maja",1978,1,"FDP",24617,9,"5",0,"AG",37,16
"nr735","Freiermuth-Salz","Sabina",1964,1,"FDP",21745,10,"5",0,"AG",51,16
"nr745","Gautschy","Renate",1954,1,"FDP",23676,11,"5",0,"AG",61,16
"nr755","Leuenberger","René",1970,0,"FDP",20452,12,"5",0,"AG",45,16
"nr765","Meier","Adrian",1990,0,"FDP",18451,13,"5",0,"AG",25,16
"nr775","Scholl","Bernhard",1951,0,"FDP",19381,14,"5",0,"AG",64,16
"nr785","Strub","Gérald",1970,0,"FDP",18864,15,"5",0,"AG",45,16
"nr795","Stüssi","Margrit",1960,1,"FDP",17668,16,"5",0,"AG",55,16
"nr805","Schoop","Adrian",1985,0,"FDP",5657,1,"6",0,"AG",30,16
"nr8110","Wartmann","Anna",1986,1,"FDP",1682,2,"6",0,"AG",29,16
"nr825","Friedli","Sabrina",1991,1,"FDP",1200,3,"6",0,"AG",24,16
"nr835","Ammann","Silvano",1988,0,"FDP",1870,4,"6",0,"AG",27,16
"nr845","Kasper","Gabriel",1989,0,"FDP",990,5,"6",0,"AG",26,16
"nr855","Laube","Andrea",1992,1,"FDP",1290,6,"6",0,"AG",23,16
"nr865","Härri","Philipp",1990,0,"FDP",1451,7,"6",0,"AG",25,16
"nr875","Wüthrich","Daniel",1988,0,"FDP",1147,8,"6",0,"AG",27,16
"nr885","Blunschi","Dominik",1990,0,"FDP",1220,9,"6",0,"AG",25,16
"nr895","Scherer","Raphael",1992,0,"FDP",1161,10,"6",0,"AG",23,16
"nr905","Hagger","Mariano",1993,0,"FDP",715,11,"6",0,"AG",22,16
"nr9110","Jegen","Dominik",1994,0,"FDP",721,12,"6",0,"AG",21,16
"nr925","Maurer","Tamara",1989,1,"FDP",1130,13,"6",0,"AG",26,16
"nr935","Latzer","Christoph",1988,0,"FDP",718,14,"6",0,"AG",27,16
"nr945","Klöti","Philip",1990,0,"FDP",970,15,"6",0,"AG",25,16
"nr955","Riva","Benjamin",1995,0,"FDP",812,16,"6",0,"AG",20,16
"nr965","Humbel Näf","Ruth",1957,1,"CVP",37265,1,"7",1,"AG",58,16
"nr975","Bucher","Ralf",1978,0,"CVP",22128,2,"7",0,"AG",37,16
"nr985","Binder-Keller","Marianne",1958,1,"CVP",23852,3,"7",0,"AG",57,16
"nr995","Donat","Ruedi",1957,0,"CVP",14243,4,"7",0,"AG",58,16
"nr1005","Rotzetter","Andre",1959,0,"CVP",13435,5,"7",0,"AG",56,16
"nr10110","Burkhard","Urs",1959,0,"CVP",12090,6,"7",0,"AG",56,16
"nr1025","Müller","Werner",1959,0,"CVP",12581,7,"7",0,"AG",56,16
"nr1035","Suppa","Romina",1979,1,"CVP",12894,8,"7",0,"AG",36,16
"nr1045","Sutter-Suter","Sabine",1964,1,"CVP",13681,9,"7",0,"AG",51,16
"nr1055","Steinacher","Martin",1966,0,"CVP",14209,10,"7",0,"AG",49,16
"nr1065","Huber","Reto",1968,0,"CVP",11301,11,"7",0,"AG",47,16
"nr1075","Diethelm","Susan",1977,1,"CVP",11580,12,"7",0,"AG",38,16
"nr1085","Voser","Susanne",1967,1,"CVP",13660,13,"7",0,"AG",48,16
"nr1095","Vaida","Alexander",1968,0,"CVP",9956,14,"7",0,"AG",47,16
"nr1108","Burgherr","Patrick",1967,0,"CVP",12259,15,"7",0,"AG",48,16
"nr11110","Meier","Andreas",1962,0,"CVP",13515,16,"7",0,"AG",53,16
"nr1125","Kaufmann","Michael",1994,0,"CVP",1491,1,"8",0,"AG",21,16
"nr1135","Ringele","Nicola",1994,0,"CVP",1612,2,"8",0,"AG",21,16
"nr1145","Geissmann","Barbara",1990,1,"CVP",1674,3,"8",0,"AG",25,16
"nr1155","Geissmann","Julia",1990,1,"CVP",1786,4,"8",0,"AG",25,16
"nr1165","Zimmerli","Raphael",1993,0,"CVP",1134,5,"8",0,"AG",22,16
"nr1175","Bächer","Stefanie",1988,1,"CVP",1122,6,"8",0,"AG",27,16
"nr1185","Strebel","Sven",1991,0,"CVP",1595,7,"8",0,"AG",24,16
"nr1195","Kälin","Irène",1987,1,"GPS",18749,1,"9",0,"AG",28,16
"nr1205","Fricker","Jonas",1977,0,"GPS",21273,2,"9",1,"AG",38,16
"nr12110","Küng","Monika",1961,1,"GPS",9408,3,"9",0,"AG",54,16
"nr1224","Obrist","Robert",1958,0,"GPS",9230,4,"9",0,"AG",57,16
"nr1233","Fricker","Kathrin",1979,1,"GPS",9982,5,"9",0,"AG",36,16
"nr1243","Hölzle","Daniel",1981,0,"GPS",7465,6,"9",0,"AG",34,16
"nr1253","Oberle","Jolanda",1987,1,"GPS",8606,7,"9",0,"AG",28,16
"nr1263","Fischer Bargetzi","Andreas",1977,0,"GPS",6731,8,"9",0,"AG",38,16
"nr1273","Debrunner","Christa",1960,1,"GPS",6419,9,"9",0,"AG",55,16
"nr1283","Siegrist","Micha",1976,0,"GPS",6401,10,"9",0,"AG",39,16
"nr1293","Kosch","Mirjam",1985,1,"GPS",8901,11,"9",0,"AG",30,16
"nr1303","Dietschi","Markus",1957,0,"GPS",6412,12,"9",0,"AG",58,16
"nr1319","Fauver","Connie",1971,1,"GPS",7718,13,"9",0,"AG",44,16
"nr1323","Bajwa","Yahya H.",1960,0,"GPS",7198,14,"9",0,"AG",55,16
"nr1333","Häseli","Gertrud",1963,1,"GPS",8687,15,"9",0,"AG",52,16
"nr1343","Bossard","Martin",1961,0,"GPS",6977,16,"9",0,"AG",54,16
"nr1353","Piller","Itamar",1993,0,"GPS",1344,1,"10",0,"AG",22,16
"nr1363","Haus","Maja",1991,1,"GPS",1494,2,"10",0,"AG",24,16
"nr1373","Miotti","Claudio",1995,0,"GPS",1134,3,"10",0,"AG",20,16
"nr1383","Müller","Viktoria",1994,1,"GPS",1055,4,"10",0,"AG",21,16
"nr1393","Knecht","Sebastian",1989,0,"GPS",832,5,"10",0,"AG",26,16
"nr1403","Küng","Magdalena",1989,1,"GPS",992,6,"10",0,"AG",26,16
"nr1419","Leuppi","Andreas",1990,0,"GPS",1484,7,"10",0,"AG",25,16
"nr1423","Alvarez","Jasmin",1989,1,"GPS",989,8,"10",0,"AG",26,16
"nr1433","Bossard","Nicola",1996,0,"GPS",1065,9,"10",0,"AG",19,16
"nr1443","von Matt","Kathrin",1991,1,"GPS",1030,10,"10",0,"AG",24,16
"nr1453","Wullschleger","Valens",1997,0,"GPS",511,11,"10",0,"AG",18,16
"nr1463","Leder","Cora",1995,1,"GPS",1366,12,"10",0,"AG",20,16
"nr1473","Kern","Cyril",1995,0,"GPS",869,13,"10",0,"AG",20,16
"nr1483","Ackermann","Sophie",1996,1,"GPS",757,14,"10",0,"AG",19,16
"nr1493","Hofmann","Gabriel",1995,0,"GPS",1252,15,"10",0,"AG",20,16
"nr1503","Wiklund","Kim",1995,1,"GPS",1455,16,"10",0,"AG",20,16
"nr1519","Guhl","Bernhard",1972,0,"BDP",24530,1,"11",1,"AG",43,16
"nr1523","Bally Frehner","Maya",1961,1,"BDP",13212,2,"11",0,"AG",54,16
"nr1533","Wopmann","Lukas",1984,0,"BDP",8677,3,"11",0,"AG",31,16
"nr1543","Merkli","Michael",1970,0,"BDP",7526,4,"11",0,"AG",45,16
"nr1553","Haller","Stefan",1976,0,"BDP",7441,5,"11",0,"AG",39,16
"nr1563","Haschka","Christian",1975,0,"BDP",6995,6,"11",0,"AG",40,16
"nr1573","Zünd","Hans",1952,0,"BDP",6048,7,"11",0,"AG",63,16
"nr1583","Schnyder","Annelise",1965,1,"BDP",6994,8,"11",0,"AG",50,16
"nr1593","Siegrist","Maya",1957,1,"BDP",7186,9,"11",0,"AG",58,16
"nr1603","Winkler","Natascha",1985,1,"BDP",7619,10,"11",0,"AG",30,16
"nr1619","Bossard","René",1958,0,"BDP",6776,11,"11",0,"AG",57,16
"nr1623","Bruggisser","Marcel",1968,0,"BDP",7720,12,"11",0,"AG",47,16
"nr1633","Kappeler","Oliver",1973,0,"BDP",6545,13,"11",0,"AG",42,16
"nr1643","Mayer","Dennys",1987,0,"BDP",6552,14,"11",0,"AG",28,16
"nr1653","Notter","Michael",1978,0,"BDP",7664,15,"11",0,"AG",37,16
"nr1663","Ott","Matthias",1986,0,"BDP",6724,16,"11",0,"AG",29,16
"nr1673","Haas","Nina",1993,1,"BDP",1974,1,"12",0,"AG",22,16
"nr1683","Tschopp","Philippe",1992,0,"BDP",1108,2,"12",0,"AG",23,16
"nr1693","Hess","Anna Katharina",1983,1,"BDP",726,3,"12",0,"AG",32,16
"nr1703","Muggli","Raphael",1987,0,"BDP",1128,4,"12",0,"AG",28,16
"nr1719","Anderegg","Karin",1977,1,"BDP",1148,5,"12",0,"AG",38,16
"nr1723","Grauwiler","Vera",1989,1,"BDP",1489,6,"12",0,"AG",26,16
"nr1732","Leimgruber","Tiziana",1997,1,"BDP",898,7,"12",0,"AG",18,16
"nr1742","Martelletti","Bianca",1982,1,"BDP",556,8,"12",0,"AG",33,16
"nr1752","Müller","Fabienne",1993,1,"BDP",826,9,"12",0,"AG",22,16
"nr1762","Binkert","Andreas",1991,0,"BDP",892,10,"12",0,"AG",24,16
"nr1772","Eichenberger","Alexander",1995,0,"BDP",500,11,"12",0,"AG",20,16
"nr1782","Fluri","Manuel",1990,0,"BDP",688,12,"12",0,"AG",25,16
"nr1792","Häberling","Jonas",1990,0,"BDP",1392,13,"12",0,"AG",25,16
"nr1802","Müller","Raphael",1990,0,"BDP",1015,14,"12",0,"AG",25,16
"nr1815","Schriber","Daniel",1983,0,"BDP",349,15,"12",0,"AG",32,16
"nr1822","Wacker","Thomas",1993,0,"BDP",474,16,"12",0,"AG",22,16
"nr1832","Flach","Beat",1965,0,"GLP",21206,1,"13",1,"AG",50,16
"nr1842","Scheier","Ruth Jo.",1976,1,"GLP",9425,2,"13",0,"AG",39,16
"nr1852","Gresch","Dominik",1975,0,"GLP",9178,3,"13",0,"AG",40,16
"nr1862","Portmann-Müller","Barbara",1975,1,"GLP",10319,4,"13",0,"AG",40,16
"nr1871","von Planta","Gian",1974,0,"GLP",9573,5,"13",0,"AG",41,16
"nr1881","Bangerter","Melinda",1987,1,"GLP",10651,6,"13",0,"AG",28,16
"nr1891","Siegrist-Bachmann","Renata",1959,1,"GLP",7312,7,"13",0,"AG",56,16
"nr1901","Ganz","Michael",1971,0,"GLP",7827,8,"13",0,"AG",44,16
"nr1915","Mahler","Andreas",1970,0,"GLP",7224,9,"13",0,"AG",45,16
"nr1922","Haller","Astrid",1964,1,"GLP",7526,10,"13",0,"AG",51,16
"nr1932","Palit","Orun",1965,0,"GLP",7067,11,"13",0,"AG",50,16
"nr1941","Stöckli","Bernhard",1983,0,"GLP",8822,12,"13",0,"AG",32,16
"nr1951","Toker-Bieri","Chantal",1973,1,"GLP",7468,13,"13",0,"AG",42,16
"nr1961","Grüninger","Marcel",1961,0,"GLP",6092,14,"13",0,"AG",54,16
"nr1971","Signer","Marcel",1961,0,"GLP",5775,15,"13",0,"AG",54,16
"nr1981","Stamm","Sandro",1970,0,"GLP",6652,16,"13",0,"AG",45,16
"nr1991","Byland","Hanna",1990,1,"GLP",1683,1,"14",0,"AG",25,16
"nr2001","Friedli","Corina",1985,1,"GLP",1292,2,"14",0,"AG",30,16
"nr2015","Koch","Nadia",1983,1,"GLP",805,3,"14",0,"AG",32,16
"nr2022","Schuppisser","Martina",1994,1,"GLP",1096,4,"14",0,"AG",21,16
"nr2032","Kaiser","Gion Reto",1996,0,"GLP",1124,5,"14",0,"AG",19,16
"nr2041","Peter","Dominik",1986,0,"GLP",1520,6,"14",0,"AG",29,16
"nr2051","Saxer","Silvan",1992,0,"GLP",579,7,"14",0,"AG",23,16
"nr2061","Baumann","Lukas",1982,0,"GLP",1388,8,"14",0,"AG",33,16
"nr2071","Berns","Sebastian",1992,0,"GLP",650,9,"14",0,"AG",23,16
"nr2081","Borner","Florian",1988,0,"GLP",958,10,"14",0,"AG",27,16
"nr2091","Markstaller","Raphael",1983,0,"GLP",780,11,"14",0,"AG",32,16
"nr2105","Srikantha","Nilujana",1996,1,"GLP",578,12,"14",0,"AG",19,16
"nr2115","Höhn","Adrian",1981,0,"GLP",630,13,"14",0,"AG",34,16
"nr2122","Baumann","David",1993,0,"GLP",468,14,"14",0,"AG",22,16
"nr2132","Bolliger","Nathalie",1984,1,"GLP",1179,15,"14",0,"AG",31,16
"nr2142","Hostettler","Fiona",1988,1,"GLP",921,16,"14",0,"AG",27,16
"nr2152","Studer","Lilian",1977,1,"EVP",17017,1,"15",0,"AG",38,16
"nr2161","Plüss","Urs",1970,0,"EVP",6288,2,"15",0,"AG",45,16
"nr2171","Frauchiger","Roland",1960,0,"EVP",6320,3,"15",0,"AG",55,16
"nr2181","Gebhard-Schöni","Esther",1959,1,"EVP",6172,4,"15",0,"AG",56,16
"nr2191","Blunier","Joel",1974,0,"EVP",5232,5,"15",0,"AG",41,16
"nr2201","Müller","Samuel",1952,0,"EVP",4801,6,"15",0,"AG",63,16
"nr2215","Richner","Sämi",1951,0,"EVP",4683,7,"15",0,"AG",64,16
"nr2222","Wyler","Walter",1951,0,"EVP",4206,8,"15",0,"AG",64,16
"nr2232","Bärtschi","Fredi",1968,0,"EVP",5093,9,"15",0,"AG",47,16
"nr2241","Suter-Schmid","Helen",1966,1,"EVP",4627,10,"15",0,"AG",49,16
"nr2251","Ruf-Eppler","Miriam",1972,1,"EVP",5288,11,"15",0,"AG",43,16
"nr2261","Mauch","Raphael",1988,0,"EVP",4007,12,"15",0,"AG",27,16
"nr2271","Minder","Christian",1983,0,"EVP",4218,13,"15",0,"AG",32,16
"nr2281","Mettler","Samuel",1981,0,"EVP",4365,14,"15",0,"AG",34,16
"nr2291","Dätwyler","Urs",1958,0,"EVP",4272,15,"15",0,"AG",57,16
"nr2301","Waldmeier","Christoph",1986,0,"EVP",4528,16,"15",0,"AG",29,16
"nr2315","Meder","Claudia",1990,1,"EVP",1525,1,"16",0,"AG",25,16
"nr2322","Fuchs","Jonny",1995,0,"EVP",791,2,"16",0,"AG",20,16
"nr2332","Maurer","Oliver",1984,0,"EVP",1409,3,"16",0,"AG",31,16
"nr2341","Byland","Michèle",1982,1,"EVP",782,4,"16",0,"AG",33,16
"nr2351","Dietiker","Johanna",1997,1,"EVP",754,5,"16",0,"AG",18,16
"nr2361","Dietiker","Salome",1994,1,"EVP",1162,6,"16",0,"AG",21,16
"nr2371","Ernst","Rahel",1994,1,"EVP",433,7,"16",0,"AG",21,16
"nr2381","Keller","Matthias",1989,0,"EVP",698,8,"16",0,"AG",26,16
"nr2391","Ladner","Lea",1985,1,"EVP",750,9,"16",0,"AG",30,16
"nr2401","Meder","Cyril",1992,0,"EVP",558,10,"16",0,"AG",23,16
"nr2415","Müller","Andreas",1982,0,"EVP",475,11,"16",0,"AG",33,16
"nr2422","Müller","Bettina",1987,1,"EVP",558,12,"16",0,"AG",28,16
"nr2431","Seibert","Uriel",1991,0,"EVP",793,13,"16",0,"AG",24,16
"nr2441","Lerch","Martin",1952,0,"EDU",3453,1,"17",0,"AG",63,16
"nr2451","Haller","Rolf",1970,0,"EDU",3391,2,"17",0,"AG",45,16
"nr2461","Haldimann","Roland",1961,0,"EDU",2486,3,"17",0,"AG",54,16
"nr2471","Menth","Stefanie",1970,1,"EDU",1859,4,"17",0,"AG",45,16
"nr2481","Bossert","Martin",1972,0,"EDU",2100,5,"17",0,"AG",43,16
"nr2491","Strebel","Cornelia",1959,1,"EDU",2098,6,"17",0,"AG",56,16
"nr2501","Trottmann","Esther",1969,1,"EDU",2056,7,"17",0,"AG",46,16
"nr2515","Müller","Markus",1964,0,"EDU",2081,8,"17",0,"AG",51,16
"nr2522","Plüss","Cornelia",1967,1,"EDU",1980,9,"17",0,"AG",48,16
"nr2531","Schafer","Bernard",1962,0,"EDU",1957,10,"17",0,"AG",53,16
"nr2541","Beyli","André",1955,0,"EDU",1675,11,"17",0,"AG",60,16
"nr2551","Hottinger","Monika",1955,1,"EDU",1856,12,"17",0,"AG",60,16
"nr2561","Härri","Martin",1969,0,"EDU",2427,13,"17",0,"AG",46,16
"nr2571","Tischmeyer","Christian",1970,0,"EDU",1805,14,"17",0,"AG",45,16
"nr2581","Billeter","Rolf",1965,0,"EDU",1619,15,"17",0,"AG",50,16
"nr2591","Portmann","Dominik",1984,0,"EDU",1715,16,"17",0,"AG",31,16
"nr2601","Brogli","Kilian",1977,0,"Ü",4364,1,"18",0,"AG",38,16
"nr2615","Hegglin","Raphael",1996,0,"Ü",2870,2,"18",0,"AG",19,16
"nr2622","Amsler","Markus",1977,0,"Ü",3381,3,"18",0,"AG",38,16
"nr2631","Zschokke","Dominic",1971,0,"Ü",4138,4,"18",0,"AG",44,16
